dataset,phylo_prec,phylo_rec,phylo_f1,phylo_multi_prec,phylo_multi_rec,phylo_multi_f1,phylo_complex_prec,phylo_complex_rec,phylo_complex_f1,tnet_prec,tnet_rec,tnet_f1,tnet_mul_prec,tnet_mul_rec,tnet_mul_f1,tnet_boot_prec,tnet_boot_rec,tnet_boot_f1
SIR003_sl1000_mr025_nv10_6,1.0,0.609,0.757,0.762,0.696,0.727,0.762,0.696,0.727,0.783,0.783,0.783,0.842,0.696,0.762,0.882,0.652,0.75
SIR003_sl1000_mr025_nv10_7,0.875,0.438,0.583,0.692,0.562,0.621,0.692,0.562,0.621,0.75,0.75,0.75,0.714,0.625,0.667,0.692,0.562,0.621
SIR003_sl1000_mr025_nv10_8,1.0,0.667,0.8,0.917,0.733,0.815,0.917,0.733,0.815,0.933,0.933,0.933,0.933,0.933,0.933,0.923,0.8,0.857
SIR003_sl1000_mr025_nv10_9,0.933,0.5,0.651,0.714,0.536,0.612,0.714,0.536,0.612,0.679,0.679,0.679,0.773,0.607,0.68,0.842,0.571,0.681
SIR003_sl1000_mr05_nv10_1,0.9,0.529,0.667,1.0,0.647,0.786,1.0,0.647,0.786,0.706,0.706,0.706,0.688,0.647,0.667,1.0,0.706,0.828
SIR003_sl1000_mr05_nv10_10,1.0,0.769,0.87,1.0,0.769,0.87,1.0,0.769,0.87,0.923,0.923,0.923,0.923,0.923,0.923,1.0,0.923,0.96
SIR003_sl1000_mr05_nv10_11,0.905,0.543,0.679,0.793,0.657,0.719,0.793,0.657,0.719,0.771,0.771,0.771,0.781,0.714,0.746,0.828,0.686,0.75
SIR003_sl1000_mr05_nv10_12,0.974,0.673,0.796,0.824,0.764,0.792,0.827,0.782,0.804,0.818,0.818,0.818,0.857,0.764,0.808,0.93,0.727,0.816
SIR003_sl1000_mr05_nv10_13,0.968,0.536,0.69,0.796,0.696,0.743,0.804,0.732,0.766,0.821,0.821,0.821,0.851,0.714,0.777,0.87,0.714,0.784
SIR003_sl1000_mr05_nv10_14,1.0,0.7,0.824,1.0,0.9,0.947,1.0,0.9,0.947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.947
SIR003_sl1000_mr05_nv10_15,1.0,0.615,0.762,0.9,0.692,0.783,0.9,0.692,0.783,0.846,0.846,0.846,0.909,0.769,0.833,0.909,0.769,0.833
SIR003_sl1000_mr05_nv10_16,1.0,0.6,0.75,0.783,0.72,0.75,0.783,0.72,0.75,0.88,0.88,0.88,0.826,0.76,0.792,0.85,0.68,0.756
SIR003_sl1000_mr05_nv10_17,0.833,0.357,0.5,0.75,0.429,0.545,0.75,0.429,0.545,0.571,0.571,0.571,0.75,0.429,0.545,0.75,0.429,0.545
SIR003_sl1000_mr05_nv10_18,0.933,0.609,0.737,0.938,0.652,0.769,0.938,0.652,0.769,0.783,0.783,0.783,0.9,0.783,0.837,0.9,0.783,0.837
SIR003_sl1000_mr05_nv10_19,0.966,0.757,0.848,0.967,0.784,0.866,0.967,0.784,0.866,0.842,0.865,0.853,0.829,0.784,0.806,0.97,0.865,0.914
SIR003_sl1000_mr05_nv10_2,1.0,0.667,0.8,0.917,0.733,0.815,0.917,0.733,0.815,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933
SIR003_sl1000_mr05_nv10_20,1.0,0.222,0.364,0.375,0.333,0.353,0.375,0.333,0.353,0.667,0.667,0.667,0.667,0.222,0.333,0.8,0.444,0.571
SIR003_sl1000_mr05_nv10_3,1.0,0.6,0.75,0.875,0.7,0.778,0.875,0.7,0.778,0.9,0.9,0.9,0.889,0.8,0.842,0.875,0.7,0.778
SIR003_sl1000_mr05_nv10_4,1.0,0.769,0.87,1.0,0.769,0.87,1.0,0.769,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.923,0.96
SIR003_sl1000_mr05_nv10_5,0.846,0.239,0.373,0.649,0.522,0.578,0.658,0.543,0.595,0.565,0.565,0.565,0.611,0.478,0.537,0.71,0.478,0.571
SIR003_sl1000_mr05_nv10_6,1.0,0.524,0.688,0.846,0.524,0.647,0.857,0.571,0.686,0.81,0.81,0.81,0.789,0.714,0.75,0.833,0.714,0.769
SIR003_sl1000_mr05_nv10_7,1.0,0.739,0.85,0.905,0.826,0.864,0.905,0.826,0.864,0.913,0.913,0.913,0.905,0.826,0.864,0.905,0.826,0.864
SIR003_sl1000_mr05_nv10_8,1.0,0.5,0.667,0.837,0.783,0.809,0.837,0.783,0.809,0.804,0.804,0.804,0.912,0.674,0.775,0.854,0.761,0.805
SIR003_sl1000_mr05_nv10_9,1.0,0.367,0.537,0.7,0.467,0.56,0.7,0.467,0.56,0.633,0.633,0.633,0.824,0.467,0.596,0.737,0.467,0.571
SIR003_sl1000_mr05_nv20_1,1.0,0.543,0.704,0.844,0.771,0.806,0.844,0.771,0.806,0.771,0.771,0.771,0.833,0.714,0.769,0.889,0.686,0.774
SIR003_sl1000_mr05_nv20_10,1.0,0.731,0.844,0.857,0.808,0.832,0.857,0.808,0.832,0.846,0.846,0.846,0.933,0.808,0.866,0.952,0.769,0.851
SIR003_sl1000_mr05_nv20_11,1.0,0.4,0.571,1.0,0.4,0.571,1.0,0.4,0.571,0.6,0.6,0.6,1.0,0.4,0.571,1.0,0.4,0.571
SIR003_sl1000_mr05_nv20_12,0.935,0.527,0.674,0.8,0.727,0.762,0.808,0.764,0.785,0.764,0.764,0.764,0.812,0.709,0.757,0.923,0.655,0.766
SIR003_sl1000_mr05_nv20_13,0.97,0.593,0.736,0.761,0.648,0.7,0.761,0.648,0.7,0.778,0.778,0.778,0.841,0.685,0.755,0.886,0.574,0.697
SIR003_sl1000_mr05_nv20_14,1.0,0.9,0.947,1.0,0.9,0.947,1.0,0.9,0.947,1.0,1.0,1.0,1.0,0.9,0.947,1.0,0.9,0.947
SIR003_sl1000_mr05_nv20_15,0.933,0.737,0.824,0.875,0.737,0.8,0.875,0.737,0.8,0.789,0.789,0.789,0.867,0.684,0.765,0.882,0.789,0.833
SIR003_sl1000_mr05_nv20_16,1.0,0.674,0.806,0.912,0.721,0.805,0.912,0.721,0.805,0.773,0.791,0.782,0.838,0.721,0.775,0.939,0.721,0.816
SIR003_sl1000_mr05_nv20_17,1.0,0.6,0.75,0.761,0.7,0.729,0.761,0.7,0.729,0.725,0.74,0.733,0.829,0.68,0.747,0.897,0.7,0.787
SIR003_sl1000_mr05_nv20_18,1.0,0.553,0.712,0.788,0.684,0.732,0.788,0.684,0.732,0.763,0.763,0.763,0.812,0.684,0.743,0.852,0.605,0.708
SIR003_sl1000_mr05_nv20_19,1.0,0.568,0.724,0.848,0.757,0.8,0.853,0.784,0.817,0.811,0.811,0.811,0.867,0.703,0.776,0.871,0.73,0.794
SIR003_sl1000_mr05_nv20_2,0.966,0.571,0.718,0.85,0.694,0.764,0.85,0.694,0.764,0.755,0.755,0.755,0.854,0.714,0.778,0.892,0.673,0.767
SIR003_sl1000_mr05_nv20_20,1.0,0.714,0.833,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SIR003_sl1000_mr05_nv20_3,1.0,0.538,0.7,0.8,0.615,0.696,0.8,0.615,0.696,0.692,0.692,0.692,0.8,0.615,0.696,0.8,0.615,0.696
SIR003_sl1000_mr05_nv20_4,1.0,0.594,0.745,0.885,0.719,0.793,0.885,0.719,0.793,0.875,0.875,0.875,0.897,0.812,0.852,0.889,0.75,0.814
SIR003_sl1000_mr05_nv20_5,1.0,0.708,0.829,0.889,0.667,0.762,0.889,0.667,0.762,0.75,0.75,0.75,0.947,0.75,0.837,0.889,0.667,0.762
SIR003_sl1000_mr05_nv20_6,1.0,0.643,0.783,0.846,0.786,0.815,0.846,0.786,0.815,0.786,0.786,0.786,0.9,0.643,0.75,0.923,0.857,0.889
SIR003_sl1000_mr05_nv20_7,0.889,0.667,0.762,0.8,0.667,0.727,0.818,0.75,0.783,0.833,0.833,0.833,0.8,0.667,0.727,0.818,0.75,0.783
SIR003_sl1000_mr05_nv20_8,0.938,0.556,0.698,0.783,0.667,0.72,0.783,0.667,0.72,0.704,0.704,0.704,0.792,0.704,0.745,0.826,0.704,0.76
SIR003_sl1000_mr05_nv20_9,0.897,0.65,0.754,0.865,0.8,0.831,0.872,0.85,0.861,0.8,0.8,0.8,0.816,0.775,0.795,0.857,0.75,0.8
SIR003_sl1000_mr05_nv5_1,1.0,0.457,0.627,0.733,0.629,0.677,0.742,0.657,0.697,0.722,0.743,0.732,0.774,0.686,0.727,0.852,0.657,0.742
SIR003_sl1000_mr05_nv5_10,1.0,0.512,0.677,0.844,0.659,0.74,0.848,0.683,0.757,0.829,0.829,0.829,0.886,0.756,0.816,0.9,0.659,0.761
SIR003_sl1000_mr05_nv5_11,0.931,0.435,0.593,0.818,0.581,0.679,0.826,0.613,0.704,0.71,0.71,0.71,0.84,0.677,0.75,0.872,0.548,0.673
SIR003_sl1000_mr05_nv5_12,1.0,0.833,0.909,1.0,0.667,0.8,1.0,0.833,0.909,1.0,1.0,1.0,1.0,0.833,0.909,1.0,0.667,0.8
SIR003_sl1000_mr05_nv5_13,1.0,0.545,0.706,0.8,0.364,0.5,0.833,0.455,0.588,0.833,0.909,0.87,0.833,0.909,0.87,0.833,0.455,0.588
SIR003_sl1000_mr05_nv5_14,1.0,0.448,0.619,0.81,0.586,0.68,0.81,0.586,0.68,0.759,0.759,0.759,0.826,0.655,0.731,1.0,0.483,0.651
SIR003_sl1000_mr05_nv5_15,1.0,0.435,0.607,0.851,0.645,0.734,0.86,0.694,0.768,0.806,0.806,0.806,0.852,0.742,0.793,0.851,0.645,0.734
SIR003_sl1000_mr05_nv5_16,1.0,0.167,0.286,0.667,0.333,0.444,0.667,0.333,0.444,0.667,0.667,0.667,0.667,0.667,0.667,0.833,0.833,0.833
SIR003_sl1000_mr05_nv5_17,1.0,0.333,0.5,0.667,0.542,0.598,0.659,0.562,0.607,0.688,0.688,0.688,0.744,0.604,0.667,0.71,0.458,0.557
SIR003_sl1000_mr05_nv5_18,1.0,0.438,0.609,0.727,0.5,0.593,0.727,0.5,0.593,0.875,0.875,0.875,0.867,0.812,0.839,0.8,0.75,0.774
SIR003_sl1000_mr05_nv5_19,0.875,0.412,0.56,0.75,0.529,0.621,0.714,0.588,0.645,0.629,0.647,0.638,0.655,0.559,0.603,0.76,0.559,0.644
SIR003_sl1000_mr05_nv5_2,1.0,0.417,0.588,0.778,0.583,0.667,0.778,0.583,0.667,0.75,0.75,0.75,0.818,0.75,0.783,0.833,0.833,0.833
SIR003_sl1000_mr05_nv5_20,1.0,0.462,0.632,1.0,0.385,0.556,1.0,0.462,0.632,0.769,0.769,0.769,0.818,0.692,0.75,1.0,0.615,0.762
SIR003_sl1000_mr05_nv5_3,1.0,0.375,0.545,0.833,0.625,0.714,0.833,0.625,0.714,0.75,0.75,0.75,0.75,0.75,0.75,0.833,0.625,0.714
SIR003_sl1000_mr05_nv5_4,1.0,0.786,0.88,1.0,0.786,0.88,1.0,0.786,0.88,0.857,0.857,0.857,0.917,0.786,0.846,1.0,0.786,0.88
SIR003_sl1000_mr05_nv5_5,1.0,0.455,0.625,1.0,0.455,0.625,1.0,0.455,0.625,0.909,0.909,0.909,1.0,0.727,0.842,1.0,0.455,0.625
SIR003_sl1000_mr05_nv5_6,1.0,0.364,0.533,0.571,0.364,0.444,0.571,0.364,0.444,0.727,0.727,0.727,0.667,0.545,0.6,1.0,0.364,0.533
SIR003_sl1000_mr05_nv5_7,1.0,0.405,0.577,0.667,0.514,0.58,0.661,0.527,0.586,0.627,0.635,0.631,0.741,0.541,0.625,0.857,0.486,0.621
SIR003_sl1000_mr05_nv5_8,1.0,0.32,0.485,0.882,0.6,0.714,0.882,0.6,0.714,0.64,0.64,0.64,0.786,0.44,0.564,0.875,0.56,0.683
SIR003_sl1000_mr05_nv5_9,0.923,0.5,0.649,0.933,0.583,0.718,0.938,0.625,0.75,0.68,0.708,0.694,0.714,0.625,0.667,0.933,0.583,0.718
SIR003_sl1000_mr1_nv10_1,1.0,0.471,0.64,0.812,0.765,0.788,0.812,0.765,0.788,0.765,0.765,0.765,0.786,0.647,0.71,0.867,0.765,0.812
SIR003_sl1000_mr1_nv10_10,0.75,0.545,0.632,0.75,0.545,0.632,0.75,0.545,0.632,0.636,0.636,0.636,0.75,0.545,0.632,0.778,0.636,0.7
SIR003_sl1000_mr1_nv10_11,1.0,0.6,0.75,0.75,0.6,0.667,0.75,0.6,0.667,0.8,0.8,0.8,0.778,0.7,0.737,0.75,0.6,0.667
SIR003_sl1000_mr1_nv10_12,1.0,0.481,0.65,0.706,0.444,0.545,0.737,0.519,0.609,0.724,0.778,0.75,0.864,0.704,0.776,0.842,0.593,0.696
SIR003_sl1000_mr1_nv10_13,0.6,0.5,0.545,0.8,0.667,0.727,0.8,0.667,0.727,0.667,0.667,0.667,0.667,0.667,0.667,0.8,0.667,0.727
SIR003_sl1000_mr1_nv10_14,0.952,0.556,0.702,0.818,0.75,0.783,0.818,0.75,0.783,0.75,0.75,0.75,0.806,0.694,0.746,0.897,0.722,0.8
SIR003_sl1000_mr1_nv10_15,0.833,0.455,0.588,0.778,0.636,0.7,0.8,0.727,0.762,0.727,0.727,0.727,0.727,0.727,0.727,0.818,0.818,0.818
SIR003_sl1000_mr1_nv10_16,0.833,0.5,0.625,0.833,0.5,0.625,0.833,0.5,0.625,0.6,0.6,0.6,0.833,0.5,0.625,0.833,0.5,0.625
SIR003_sl1000_mr1_nv10_17,0.947,0.562,0.706,0.952,0.625,0.755,0.955,0.656,0.778,0.812,0.812,0.812,0.812,0.812,0.812,0.955,0.656,0.778
SIR003_sl1000_mr1_nv10_18,1.0,0.455,0.625,0.792,0.576,0.667,0.792,0.576,0.667,0.788,0.788,0.788,0.897,0.788,0.839,0.885,0.697,0.78
SIR003_sl1000_mr1_nv10_19,1.0,0.484,0.653,0.722,0.609,0.661,0.722,0.609,0.661,0.719,0.719,0.719,0.792,0.594,0.679,0.792,0.594,0.679
SIR003_sl1000_mr1_nv10_2,0.938,0.476,0.632,0.727,0.635,0.678,0.724,0.667,0.694,0.75,0.762,0.756,0.811,0.683,0.741,0.848,0.619,0.716
SIR003_sl1000_mr1_nv10_20,0.974,0.536,0.692,0.821,0.667,0.736,0.828,0.696,0.756,0.754,0.754,0.754,0.839,0.681,0.752,0.878,0.623,0.729
SIR003_sl1000_mr1_nv10_3,1.0,0.652,0.789,0.9,0.783,0.837,0.905,0.826,0.864,0.783,0.783,0.783,0.8,0.696,0.744,0.905,0.826,0.864
SIR003_sl1000_mr1_nv10_4,1.0,0.621,0.766,0.84,0.724,0.778,0.84,0.724,0.778,0.793,0.793,0.793,0.88,0.759,0.815,0.957,0.759,0.846
SIR003_sl1000_mr1_nv10_5,1.0,0.556,0.714,1.0,0.444,0.615,1.0,0.444,0.615,0.667,0.667,0.667,1.0,0.556,0.714,1.0,0.444,0.615
SIR003_sl1000_mr1_nv10_6,1.0,0.567,0.723,0.741,0.667,0.702,0.741,0.667,0.702,0.767,0.767,0.767,0.95,0.633,0.76,0.875,0.7,0.778
SIR003_sl1000_mr1_nv10_7,1.0,0.625,0.769,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.833,0.625,0.714,1.0,0.75,0.857
SIR003_sl1000_mr1_nv10_8,0.955,0.6,0.737,0.7,0.6,0.646,0.697,0.657,0.676,0.743,0.743,0.743,0.926,0.714,0.806,0.846,0.629,0.721
SIR003_sl1000_mr1_nv10_9,1.0,0.667,0.8,1.0,0.556,0.714,1.0,0.556,0.714,1.0,1.0,1.0,0.778,0.778,0.778,1.0,0.556,0.714
SIR003_sl250_mr05_nv10_1,0.87,0.625,0.727,0.857,0.562,0.679,0.857,0.562,0.679,0.686,0.75,0.716,0.697,0.719,0.708,0.778,0.656,0.712
SIR003_sl250_mr05_nv10_10,0.923,0.632,0.75,0.727,0.421,0.533,0.812,0.684,0.743,0.667,0.737,0.7,0.7,0.737,0.718,0.812,0.684,0.743
SIR003_sl250_mr05_nv10_11,0.857,0.5,0.632,1.0,0.25,0.4,0.714,0.417,0.526,0.643,0.75,0.692,0.857,0.5,0.632,0.667,0.333,0.444
SIR003_sl250_mr05_nv10_12,1.0,0.615,0.762,0.857,0.462,0.6,0.818,0.692,0.75,0.714,0.769,0.741,0.75,0.692,0.72,0.875,0.538,0.667
SIR003_sl250_mr05_nv10_13,0.5,0.143,0.222,1.0,0.143,0.25,1.0,0.286,0.444,0.375,0.429,0.4,0.4,0.286,0.333,0,0,0
SIR003_sl250_mr05_nv10_14,0.8,0.5,0.615,1.0,0.625,0.769,1.0,0.875,0.933,0.875,0.875,0.875,0.875,0.875,0.875,1.0,0.875,0.933
SIR003_sl250_mr05_nv10_15,1.0,0.5,0.667,1.0,0.25,0.4,1.0,0.375,0.545,0.875,0.875,0.875,0.875,0.875,0.875,0.857,0.75,0.8
SIR003_sl250_mr05_nv10_16,0.714,0.455,0.556,0.833,0.455,0.588,0.875,0.636,0.737,0.583,0.636,0.609,0.7,0.636,0.667,0.889,0.727,0.8
SIR003_sl250_mr05_nv10_17,0.848,0.622,0.718,0.786,0.489,0.603,0.838,0.689,0.756,0.702,0.733,0.717,0.732,0.667,0.698,0.969,0.689,0.805
SIR003_sl250_mr05_nv10_18,0.882,0.556,0.682,0.875,0.259,0.4,0.944,0.63,0.756,0.778,0.778,0.778,0.87,0.741,0.8,0.882,0.556,0.682
SIR003_sl250_mr05_nv10_19,0.667,0.32,0.432,0.643,0.36,0.462,0.643,0.36,0.462,0.433,0.52,0.473,0.4,0.4,0.4,0.692,0.36,0.474
SIR003_sl250_mr05_nv10_2,0.786,0.786,0.786,1.0,0.857,0.923,1.0,0.857,0.923,0.786,0.786,0.786,0.833,0.714,0.769,1.0,0.929,0.963
SIR003_sl250_mr05_nv10_20,0.731,0.463,0.567,0.889,0.39,0.542,0.852,0.561,0.676,0.644,0.707,0.674,0.658,0.61,0.633,0.87,0.488,0.625
SIR003_sl250_mr05_nv10_3,0.938,0.682,0.789,0.875,0.636,0.737,0.882,0.682,0.769,0.909,0.909,0.909,0.9,0.818,0.857,0.9,0.818,0.857
SIR003_sl250_mr05_nv10_4,1.0,0.667,0.8,0.8,0.333,0.471,0.9,0.75,0.818,0.917,0.917,0.917,0.917,0.917,0.917,0.9,0.75,0.818
SIR003_sl250_mr05_nv10_5,0.842,0.727,0.78,0.923,0.545,0.686,0.933,0.636,0.757,0.818,0.818,0.818,0.783,0.818,0.8,0.938,0.682,0.789
SIR003_sl250_mr05_nv10_6,0.909,0.606,0.727,0.9,0.545,0.679,0.84,0.636,0.724,0.818,0.818,0.818,0.793,0.697,0.742,0.87,0.606,0.714
SIR003_sl250_mr05_nv10_7,0.655,0.413,0.507,0.8,0.435,0.563,0.812,0.565,0.667,0.528,0.609,0.566,0.562,0.587,0.574,0.857,0.522,0.649
SIR003_sl250_mr05_nv10_8,0.889,0.471,0.615,1.0,0.471,0.64,1.0,0.647,0.786,0.722,0.765,0.743,0.722,0.765,0.743,1.0,0.765,0.867
SIR003_sl250_mr05_nv10_9,1.0,0.556,0.714,0.5,0.111,0.182,0.75,0.333,0.462,0.6,0.667,0.632,0.714,0.556,0.625,0.8,0.444,0.571
SIR003_sl500_mr05_nv10_1,1.0,0.571,0.727,1.0,0.714,0.833,1.0,0.857,0.923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.857,0.923
SIR003_sl500_mr05_nv10_10,1.0,0.333,0.5,0.75,0.462,0.571,0.731,0.487,0.585,0.65,0.667,0.658,0.762,0.41,0.533,0.941,0.41,0.571
SIR003_sl500_mr05_nv10_11,1.0,0.167,0.286,1.0,0.333,0.5,1.0,0.333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.833,0.909
SIR003_sl500_mr05_nv10_12,0.941,0.615,0.744,0.636,0.538,0.583,0.704,0.731,0.717,0.714,0.769,0.741,0.818,0.692,0.75,0.773,0.654,0.708
SIR003_sl500_mr05_nv10_13,0.964,0.562,0.711,0.825,0.688,0.75,0.833,0.729,0.778,0.75,0.75,0.75,0.879,0.604,0.716,0.842,0.667,0.744
SIR003_sl500_mr05_nv10_14,0.95,0.576,0.717,0.909,0.606,0.727,0.917,0.667,0.772,0.758,0.758,0.758,0.846,0.667,0.746,0.909,0.606,0.727
SIR003_sl500_mr05_nv10_15,1.0,0.737,0.848,0.929,0.684,0.788,0.929,0.684,0.788,0.895,0.895,0.895,0.889,0.842,0.865,1.0,0.684,0.813
SIR003_sl500_mr05_nv10_16,0.833,0.417,0.556,0.7,0.583,0.636,0.727,0.667,0.696,0.615,0.667,0.64,0.692,0.75,0.72,0.8,0.667,0.727
SIR003_sl500_mr05_nv10_17,1.0,0.6,0.75,0.875,0.7,0.778,0.875,0.7,0.778,0.818,0.9,0.857,0.889,0.8,0.842,0.9,0.9,0.9
SIR003_sl500_mr05_nv10_18,1.0,0.615,0.762,1.0,0.615,0.762,1.0,0.769,0.87,0.923,0.923,0.923,0.923,0.923,0.923,1.0,1.0,1.0
SIR003_sl500_mr05_nv10_19,0.878,0.6,0.713,0.9,0.75,0.818,0.882,0.75,0.811,0.75,0.75,0.75,0.769,0.667,0.714,0.936,0.733,0.822
SIR003_sl500_mr05_nv10_2,1.0,0.706,0.828,0.963,0.765,0.852,0.963,0.765,0.852,0.882,0.882,0.882,0.875,0.824,0.848,0.963,0.765,0.852
SIR003_sl500_mr05_nv10_20,1.0,0.375,0.545,0.833,0.625,0.714,0.833,0.625,0.714,0.75,0.75,0.75,0.833,0.625,0.714,0.75,0.75,0.75
SIR003_sl500_mr05_nv10_3,0.957,0.759,0.846,0.875,0.724,0.792,0.88,0.759,0.815,0.828,0.828,0.828,0.885,0.793,0.836,1.0,0.793,0.885
SIR003_sl500_mr05_nv10_4,1.0,0.577,0.732,0.941,0.615,0.744,0.941,0.615,0.744,0.769,0.769,0.769,0.889,0.615,0.727,0.941,0.615,0.744
SIR003_sl500_mr05_nv10_5,1.0,0.8,0.889,1.0,0.6,0.75,1.0,0.7,0.824,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.6,0.75
SIR003_sl500_mr05_nv10_6,0.909,0.476,0.625,0.867,0.619,0.722,0.875,0.667,0.757,0.762,0.762,0.762,0.824,0.667,0.737,0.833,0.476,0.606
SIR003_sl500_mr05_nv10_7,0.933,0.778,0.848,1.0,0.722,0.839,1.0,0.778,0.875,0.895,0.944,0.919,0.895,0.944,0.919,0.933,0.778,0.848
SIR003_sl500_mr05_nv10_8,0.778,0.467,0.583,0.875,0.467,0.609,0.9,0.6,0.72,0.733,0.733,0.733,0.867,0.867,0.867,1.0,0.733,0.846
SIR003_sl500_mr05_nv10_9,1.0,0.429,0.6,1.0,0.429,0.6,1.0,0.429,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.714,0.833
SIR01_sl1000_mr075_nv10_1,1.0,0.579,0.733,0.867,0.684,0.765,0.87,0.702,0.777,0.842,0.842,0.842,0.904,0.825,0.862,0.915,0.754,0.827
SIR01_sl1000_mr075_nv10_10,1.0,0.5,0.667,1.0,0.875,0.933,1.0,0.875,0.933,0.75,0.75,0.75,0.833,0.625,0.714,1.0,1.0,1.0
SIR01_sl1000_mr075_nv10_11,1.0,0.714,0.833,1.0,0.714,0.833,1.0,0.714,0.833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.857,0.923
SIR01_sl1000_mr075_nv10_12,0.95,0.633,0.76,1.0,0.6,0.75,1.0,0.6,0.75,0.9,0.9,0.9,0.963,0.867,0.912,1.0,0.867,0.929
SIR01_sl1000_mr075_nv10_13,1.0,0.286,0.444,0.6,0.429,0.5,0.6,0.429,0.5,0.643,0.643,0.643,0.778,0.5,0.609,1.0,0.429,0.6
SIR01_sl1000_mr075_nv10_14,1.0,0.571,0.727,1.0,0.714,0.833,1.0,0.714,0.833,0.857,0.857,0.857,0.857,0.857,0.857,1.0,0.857,0.923
SIR01_sl1000_mr075_nv10_15,1.0,0.667,0.8,1.0,0.5,0.667,1.0,0.5,0.667,0.833,0.833,0.833,0.833,0.833,0.833,1.0,0.667,0.8
SIR01_sl1000_mr075_nv10_16,1.0,0.611,0.759,0.769,0.556,0.645,0.8,0.667,0.727,0.895,0.944,0.919,0.895,0.944,0.919,0.833,0.833,0.833
SIR01_sl1000_mr075_nv10_17,0.971,0.465,0.629,0.78,0.549,0.645,0.784,0.563,0.656,0.746,0.746,0.746,0.824,0.592,0.689,0.949,0.521,0.673
SIR01_sl1000_mr075_nv10_18,1.0,0.818,0.9,0.9,0.818,0.857,0.9,0.818,0.857,0.909,0.909,0.909,0.909,0.909,0.909,0.9,0.818,0.857
SIR01_sl1000_mr075_nv10_19,1.0,0.273,0.429,0.429,0.273,0.333,0.429,0.273,0.333,0.545,0.545,0.545,0.8,0.364,0.5,0.667,0.182,0.286
SIR01_sl1000_mr075_nv10_2,1.0,0.545,0.706,1.0,0.455,0.625,1.0,0.455,0.625,0.727,0.727,0.727,1.0,0.636,0.778,1.0,0.727,0.842
SIR01_sl1000_mr075_nv10_20,1.0,0.533,0.696,0.75,0.7,0.724,0.75,0.7,0.724,0.719,0.767,0.742,0.808,0.7,0.75,0.84,0.7,0.764
SIR01_sl1000_mr075_nv10_3,1.0,0.364,0.533,0.545,0.545,0.545,0.545,0.545,0.545,0.636,0.636,0.636,0.625,0.455,0.526,0.833,0.455,0.588
SIR01_sl1000_mr075_nv10_4,0.9,0.474,0.621,0.897,0.684,0.776,0.897,0.684,0.776,0.821,0.842,0.831,0.811,0.789,0.8,0.919,0.895,0.907
SIR01_sl1000_mr075_nv10_5,0.974,0.594,0.738,0.893,0.781,0.833,0.893,0.781,0.833,0.797,0.797,0.797,0.939,0.719,0.814,0.923,0.75,0.828
SIR01_sl1000_mr075_nv10_6,1.0,0.25,0.4,0.667,0.25,0.364,0.667,0.25,0.364,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SIR01_sl1000_mr075_nv10_7,1.0,0.625,0.769,0.957,0.917,0.936,0.957,0.917,0.936,0.833,0.833,0.833,0.87,0.833,0.851,0.957,0.917,0.936
SIR01_sl1000_mr075_nv10_8,1.0,0.438,0.609,0.909,0.625,0.741,0.909,0.625,0.741,0.625,0.625,0.625,0.818,0.562,0.667,0.909,0.625,0.741
SIR01_sl1000_mr075_nv10_9,1.0,0.519,0.683,0.75,0.556,0.638,0.762,0.593,0.667,0.704,0.704,0.704,0.9,0.667,0.766,0.842,0.593,0.696
SIR01_sl1000_mr15_nv10_10,0.9,0.562,0.692,0.773,0.531,0.63,0.783,0.562,0.655,0.75,0.75,0.75,0.84,0.656,0.737,0.864,0.594,0.704
SIR01_sl1000_mr15_nv10_11,1.0,0.5,0.667,1.0,0.5,0.667,1.0,0.5,0.667,0.667,0.667,0.667,0.875,0.583,0.7,1.0,0.583,0.737
SIR01_sl1000_mr15_nv10_12,1.0,0.375,0.545,0.765,0.542,0.634,0.765,0.542,0.634,0.75,0.75,0.75,0.842,0.667,0.744,0.765,0.542,0.634
SIR01_sl1000_mr15_nv10_14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIR01_sl1000_mr15_nv10_15,1.0,0.263,0.417,0.677,0.553,0.609,0.697,0.605,0.648,0.605,0.605,0.605,0.72,0.474,0.571,0.769,0.526,0.625
SIR01_sl1000_mr15_nv10_16,1.0,0.571,0.727,1.0,0.571,0.727,1.0,0.857,0.923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
